id_nota,id_estudiante,id_materia,periodo,nota1,nota2,nota3,fecha_registro,observacion
33,5,2,2024-1,2.5,4.9,2.1,2024-01-25,Error vitae voluptatum.
34,5,3,2024-1,3.8,3.9,4.1,2024-02-11,Voluptates provident repellendus sit.
35,5,4,2024-1,2.2,4.9,3.3,2024-01-27,
36,5,5,2024-1,1.2,2.9,4.7,2024-01-18,
37,5,6,2024-1,1.3,1.7,3.4,2024-02-16,Nulla nemo dolorem numquam tenetur totam.
38,5,7,2024-1,4.8,3.3,3.3,2024-01-22,
39,5,8,2024-1,3.3,3.1,4.7,2024-02-26,
40,6,1,2024-1,2.1,1.5,3.6,2024-01-30,
41,6,2,2024-1,1.3,2.8,5.0,2024-03-14,Eligendi placeat quibusdam.
42,6,3,2024-1,3.0,1.5,2.4,2024-01-28,
43,6,4,2024-1,1.6,4.3,3.8,2024-02-02,Dolorum autem numquam error provident reprehenderit odit sint.
44,6,6,2024-1,3.7,3.2,4.7,2024-01-15,
45,6,7,2024-1,1.5,1.4,3.2,2024-01-31,
46,6,8,2024-1,2.4,3.7,4.4,2024-02-29,
47,7,1,2024-1,4.4,1.4,2.7,2024-03-13,
48,7,2,2024-1,1.5,4.9,1.6,2024-03-04,
49,7,3,2024-1,1.0,1.3,4.5,2024-02-19,Ab nesciunt architecto dicta.
50,7,4,2024-1,2.5,3.2,2.7,2024-03-08,
51,7,5,2024-1,4.2,4.4,4.6,2024-03-14,
52,7,6,2024-1,2.4,3.2,4.5,2024-01-21,Nesciunt nulla est minus odit at.
53,7,7,2024-1,4.7,4.5,4.9,2024-03-14,Pariatur perferendis recusandae dicta aperiam alias suscipit.
54,7,8,2024-1,1.7,4.7,4.1,2024-01-16,
55,8,1,2024-1,4.2,2.1,4.1,2024-03-02,
56,8,2,2024-1,2.9,1.8,4.7,2024-03-09,
57,8,3,2024-1,1.9,1.1,1.8,2024-03-10,
58,8,4,2024-1,2.1,3.6,2.6,2024-03-04,Eos totam quas maxime eos.
59,8,5,2024-1,1.1,4.5,2.0,2024-03-15,
60,8,7,2024-1,2.7,3.9,2.3,2024-02-22,Unde sit temporibus nostrum.
61,8,8,2024-1,4.6,1.8,1.2,2024-02-08,
62,9,1,2024-1,3.2,3.9,4.0,2024-03-06,Tempore ullam beatae eius quas.
63,9,2,2024-1,4.8,4.7,3.5,2024-01-19,Non pariatur nulla voluptatum optio nobis adipisci.
64,9,3,2024-1,2.2,2.2,2.6,2024-03-12,
65,9,4,2024-1,1.8,3.7,2.5,2024-01-23,Qui aliquam nam distinctio eaque nemo.
66,9,5,2024-1,2.2,3.2,1.0,2024-02-20,
67,9,6,2024-1,3.4,2.3,2.8,2024-02-21,Eligendi aliquam impedit error eaque at.
68,9,7,2024-1,4.6,4.2,1.7,2024-03-05,
69,9,8,2024-1,3.5,1.4,4.8,2024-02-24,
70,10,1,2024-1,1.8,1.1,2.0,2024-03-06,
71,10,2,2024-1,2.8,4.5,3.3,2024-01-19,Commodi repudiandae tenetur ut quas dolorum natus dicta.
72,10,3,2024-1,2.0,3.6,1.0,2024-02-09,Eligendi quae ex voluptatum.
73,10,4,2024-1,4.1,1.9,4.2,2024-01-21,Vero officia tempora.
74,10,5,2024-1,2.0,4.4,2.8,2024-02-19,Qui hic accusantium magnam perspiciatis quo.
75,10,6,2024-1,3.4,4.8,4.6,2024-02-19,Tenetur accusantium soluta occaecati temporibus doloremque.
76,10,7,2024-1,2.7,4.6,2.8,2024-02-16,
77,10,8,2024-1,2.0,2.0,3.6,2024-02-12,A eveniet ullam alias nihil.
78,11,1,2024-1,2.0,2.8,3.9,2024-02-24,
79,11,2,2024-1,3.2,1.6,1.9,2024-03-12,Eveniet dolorem fugiat accusantium voluptates culpa.
80,11,3,2024-1,2.7,2.3,2.9,2024-01-19,
81,11,4,2024-1,4.6,3.3,3.8,2024-02-08,Delectus temporibus sint modi sint aliquid ratione.
82,11,5,2024-1,2.9,4.8,2.2,2024-02-08,
83,11,6,2024-1,2.7,4.0,3.2,2024-03-08,Sit maxime officiis eum vero.
84,11,7,2024-1,2.1,2.9,2.6,2024-01-29,Dignissimos ullam explicabo delectus placeat illo deserunt.
85,11,8,2024-1,1.7,2.9,1.5,2024-03-01,Quam libero voluptas ipsa quae vitae cupiditate voluptatum.
86,12,1,2024-1,3.4,3.7,1.3,2024-02-09,
87,12,2,2024-1,1.2,2.5,1.8,2024-01-26,
88,12,3,2024-1,2.1,4.8,2.7,2024-02-08,Praesentium doloribus nulla eligendi consequatur.
89,12,4,2024-1,3.2,5.0,2.4,2024-03-02,Ullam molestias sapiente.
90,12,5,2024-1,1.2,1.1,2.0,2024-02-25,Vel ullam culpa porro nobis.
91,12,6,2024-1,1.5,3.7,3.3,2024-01-30,
92,12,7,2024-1,2.5,3.4,4.9,2024-03-04,Beatae odit neque dignissimos maxime.
93,12,8,2024-1,4.9,1.4,1.1,2024-01-25,
94,13,1,2024-1,2.6,3.9,1.3,2024-02-08,In aliquam voluptatibus quos reiciendis voluptatum possimus inventore.
95,13,2,2024-1,3.8,2.2,3.7,2024-01-21,Maiores doloribus ea corporis quasi ad.
96,13,3,2024-1,4.1,2.4,2.7,2024-02-20,
97,13,4,2024-1,1.1,2.7,3.0,2024-02-05,
98,13,5,2024-1,4.3,3.8,2.7,2024-03-12,Quas facilis sint eaque dolores vero.
99,13,7,2024-1,4.7,4.1,2.9,2024-03-06,Beatae fuga incidunt quam et consequuntur fugiat odit.
100,13,8,2024-1,4.4,4.3,1.3,2024-02-04,Necessitatibus dicta repellendus in consequatur enim excepturi placeat.
101,14,1,2024-1,3.3,3.7,2.3,2024-02-13,
102,14,2,2024-1,1.8,4.2,2.4,2024-02-15,Id cum expedita quibusdam.
103,14,3,2024-1,3.2,3.1,1.8,2024-02-01,
104,14,4,2024-1,4.0,3.8,3.6,2024-02-19,
105,14,5,2024-1,2.2,2.6,2.0,2024-01-20,Beatae commodi consectetur illo reiciendis expedita debitis tempora.
106,14,6,2024-1,3.1,2.7,4.0,2024-02-19,
107,14,7,2024-1,2.2,1.9,3.9,2024-02-01,
108,14,8,2024-1,4.0,1.7,1.9,2024-03-15,
109,15,1,2024-1,3.1,2.1,1.4,2024-03-03,
110,15,2,2024-1,2.2,3.8,1.5,2024-01-26,
111,15,3,2024-1,3.8,1.5,4.5,2024-02-02,
112,15,4,2024-1,2.1,2.9,2.4,2024-02-20,Nobis asperiores voluptatum reprehenderit.
113,15,5,2024-1,2.9,4.3,2.6,2024-03-10,
114,15,6,2024-1,1.6,4.2,4.8,2024-01-18,
115,15,7,2024-1,4.1,3.4,4.2,2024-02-19,
116,15,8,2024-1,4.6,2.2,3.4,2024-02-12,
117,16,1,2024-1,3.4,4.0,4.8,2024-01-18,
118,16,2,2024-1,1.3,2.0,3.2,2024-02-26,
119,16,3,2024-1,3.4,2.2,1.9,2024-02-28,Hic rem illum reiciendis iste sint voluptatibus.
120,16,4,2024-1,1.3,1.9,2.1,2024-02-13,At magnam animi possimus.
121,16,5,2024-1,4.7,2.7,3.2,2024-03-06,Incidunt exercitationem explicabo voluptate aspernatur.
122,16,6,2024-1,1.6,1.2,4.2,2024-03-07,
123,16,7,2024-1,2.2,1.5,3.8,2024-03-13,Ratione tenetur porro.
124,16,8,2024-1,3.2,2.8,3.4,2024-02-16,Quasi in laborum omnis ipsam.
125,17,1,2024-1,2.0,1.4,4.8,2024-02-22,Veritatis autem saepe quo quod ullam.
126,17,2,2024-1,1.1,4.1,4.3,2024-03-15,
127,17,3,2024-1,2.9,3.6,4.7,2024-01-26,
128,17,4,2024-1,4.3,4.9,2.9,2024-02-24,
129,17,5,2024-1,4.4,2.3,3.8,2024-01-21,
130,17,6,2024-1,4.0,1.1,1.4,2024-03-07,
131,17,7,2024-1,2.6,3.1,5.0,2024-03-04,Adipisci iusto natus repellat fuga facere deserunt.
132,17,8,2024-1,1.2,3.1,3.5,2024-02-10,
133,18,1,2024-1,1.8,3.2,4.7,2024-01-18,
134,18,2,2024-1,1.1,3.5,4.2,2024-01-22,Id hic cumque labore.
135,18,3,2024-1,3.2,1.4,5.0,2024-01-15,Repellendus ea amet accusamus sit quia dolor.
136,18,4,2024-1,3.6,1.6,4.7,2024-01-22,
137,18,5,2024-1,4.3,4.9,2.0,2024-02-10,
138,18,6,2024-1,3.4,4.0,1.5,2024-03-13,
139,18,7,2024-1,2.7,4.7,3.0,2024-03-09,Nesciunt nobis illo quidem ea aspernatur recusandae.
140,18,8,2024-1,4.3,3.3,3.6,2024-02-03,Omnis architecto ipsam.
141,19,1,2024-1,2.4,3.2,3.2,2024-02-14,
142,19,2,2024-1,4.9,2.0,2.5,2024-01-27,Cumque autem eum pariatur accusantium.
143,19,3,2024-1,4.0,3.8,4.2,2024-02-04,
144,19,4,2024-1,3.6,1.6,4.9,2024-03-07,
145,19,6,2024-1,4.5,2.8,3.1,2024-01-21,
146,19,7,2024-1,4.5,4.9,1.3,2024-02-10,Blanditiis earum accusantium blanditiis commodi labore.
147,19,8,2024-1,3.8,3.6,4.4,2024-02-23,Commodi praesentium iusto soluta inventore quo.
148,20,1,2024-1,4.8,3.5,4.5,2024-02-08,
149,20,2,2024-1,1.3,3.5,4.7,2024-02-23,Tenetur dolore aliquid facilis velit qui.
150,20,3,2024-1,4.9,4.0,3.8,2024-02-11,
151,20,4,2024-1,4.6,1.2,4.2,2024-02-03,
152,20,5,2024-1,2.0,2.6,3.7,2024-01-24,
153,20,6,2024-1,4.5,3.5,2.0,2024-02-23,Dolorum harum laboriosam libero in nulla itaque soluta.
154,20,7,2024-1,3.6,2.8,3.7,2024-02-13,Tempore eum porro.
155,20,8,2024-1,3.7,1.6,2.8,2024-02-02,
156,21,1,2024-1,4.8,3.8,2.8,2024-02-24,
157,21,3,2024-1,1.9,3.3,3.3,2024-01-21,Fugiat sed veritatis distinctio.
158,21,4,2024-1,3.6,2.1,3.3,2024-03-08,Ipsum possimus veniam inventore ratione qui dicta.
159,21,5,2024-1,4.6,4.0,4.3,2024-01-18,Ducimus amet ipsum reprehenderit.
160,21,6,2024-1,3.4,2.4,3.5,2024-01-29,Magni corrupti a.
161,21,7,2024-1,4.1,3.7,1.5,2024-03-01,
162,21,8,2024-1,2.2,2.8,3.3,2024-01-17,Adipisci exercitationem praesentium.
163,22,1,2024-1,2.3,2.7,1.8,2024-02-02,Earum totam commodi nulla.
164,22,2,2024-1,3.1,4.7,4.3,2024-02-07,
165,22,3,2024-1,4.9,2.2,4.5,2024-02-14,Nam exercitationem provident deleniti.
166,22,4,2024-1,1.6,4.9,4.4,2024-01-19,Quod vitae distinctio.
167,22,7,2024-1,1.4,2.6,2.1,2024-02-07,
168,22,8,2024-1,3.7,3.3,4.3,2024-03-02,Eaque minima quibusdam impedit soluta.
169,23,1,2024-1,2.9,3.5,4.8,2024-01-29,
170,23,2,2024-1,1.3,4.3,4.6,2024-02-25,
171,23,3,2024-1,1.2,1.1,5.0,2024-01-23,
172,23,4,2024-1,1.5,2.8,3.7,2024-02-18,Molestiae recusandae veritatis nesciunt error exercitationem.
173,23,5,2024-1,3.3,3.9,4.5,2024-02-10,Temporibus cumque eius reprehenderit a neque.
174,23,6,2024-1,2.6,4.8,1.1,2024-02-23,
175,23,7,2024-1,1.9,2.5,4.9,2024-03-15,
176,23,8,2024-1,2.4,2.6,1.8,2024-02-25,
177,24,1,2024-1,1.4,1.8,3.6,2024-02-13,Nisi eligendi iusto quam aperiam.
178,24,2,2024-1,2.0,1.5,3.3,2024-02-05,
179,24,3,2024-1,3.3,4.3,1.9,2024-01-28,Quam nulla unde sunt mollitia aspernatur deleniti.
180,24,4,2024-1,1.0,4.4,1.6,2024-02-22,
181,24,5,2024-1,1.4,4.5,1.5,2024-01-26,
182,24,6,2024-1,2.3,1.7,1.2,2024-02-21,Deserunt nesciunt doloremque laudantium natus delectus.
183,24,7,2024-1,1.3,2.8,2.4,2024-03-02,
184,24,8,2024-1,4.8,1.2,4.1,2024-01-29,Assumenda voluptatibus atque dolorem explicabo.
185,25,1,2024-1,3.6,1.1,5.0,2024-02-13,Ab quas sint praesentium itaque optio.
186,25,2,2024-1,3.0,4.6,1.3,2024-01-21,
187,25,3,2024-1,1.5,3.5,3.3,2024-01-19,Blanditiis dolorem sequi fugiat occaecati quibusdam labore doloremque.
188,25,4,2024-1,3.1,2.8,3.4,2024-02-22,
189,25,5,2024-1,3.6,4.5,3.2,2024-03-09,Libero asperiores rem recusandae.
190,25,6,2024-1,1.9,2.4,2.8,2024-03-11,
191,25,7,2024-1,2.3,2.0,4.8,2024-02-11,Odio corporis dicta repellat.
192,25,8,2024-1,4.3,1.4,1.4,2024-01-20,Molestias dolorum beatae unde.
193,26,1,2024-1,1.2,4.8,3.2,2024-02-19,Distinctio at quibusdam iure optio facere.
194,26,2,2024-1,3.7,4.0,4.5,2024-03-10,Voluptatum nostrum dicta.
195,26,4,2024-1,1.4,3.0,1.6,2024-02-06,
196,26,5,2024-1,4.4,2.5,4.1,2024-02-06,
197,26,6,2024-1,3.2,4.1,3.5,2024-03-09,Commodi cupiditate aliquid debitis nihil odio.
198,26,7,2024-1,4.7,4.3,2.1,2024-02-22,
199,26,8,2024-1,4.7,2.4,1.7,2024-02-03,
200,27,1,2024-1,1.6,3.5,1.1,2024-01-19,Quas eligendi qui blanditiis nulla.
201,27,2,2024-1,2.8,1.6,2.2,2024-02-10,
202,27,3,2024-1,1.3,1.2,1.6,2024-02-22,Nobis commodi qui voluptas sint.
203,27,4,2024-1,2.8,2.7,3.4,2024-02-01,
204,27,5,2024-1,1.5,2.7,2.1,2024-02-16,Quas minima necessitatibus neque suscipit.
205,27,6,2024-1,2.2,1.9,4.9,2024-02-26,
206,27,7,2024-1,1.8,1.5,2.0,2024-03-15,
207,27,8,2024-1,2.7,1.5,3.1,2024-03-02,
208,28,1,2024-1,4.2,1.3,4.4,2024-02-26,
209,28,2,2024-1,1.3,2.3,2.7,2024-03-13,
210,28,3,2024-1,1.5,1.1,2.3,2024-02-02,Pariatur laudantium ipsum sit recusandae.
211,28,4,2024-1,3.8,2.4,2.7,2024-03-08,
212,28,5,2024-1,3.1,2.6,2.2,2024-02-09,
213,28,6,2024-1,1.3,3.5,3.1,2024-01-25,
214,28,7,2024-1,3.9,4.3,4.3,2024-02-06,
215,28,8,2024-1,1.7,1.6,4.0,2024-01-27,
216,29,2,2024-1,4.0,4.0,2.8,2024-02-13,Minima aspernatur impedit sapiente in tempore.
217,29,3,2024-1,4.9,2.3,4.9,2024-02-24,
218,29,4,2024-1,2.8,2.2,2.1,2024-02-14,
219,29,5,2024-1,2.8,1.2,2.5,2024-02-03,
220,29,6,2024-1,1.4,3.4,2.5,2024-03-09,
221,29,8,2024-1,2.8,4.2,3.6,2024-01-17,
222,30,1,2024-1,4.8,2.8,4.2,2024-01-24,Magni nesciunt commodi veritatis tempora voluptatem quia.
223,30,3,2024-1,1.7,2.0,2.8,2024-02-25,
224,30,4,2024-1,2.5,4.7,2.5,2024-01-25,Officiis dolore expedita.
225,30,5,2024-1,4.2,3.6,1.3,2024-01-18,
226,30,6,2024-1,2.0,4.4,4.9,2024-02-02,Officiis assumenda nostrum.
227,30,7,2024-1,3.3,1.6,2.4,2024-01-20,Enim aliquid sequi.
228,30,8,2024-1,1.5,3.8,1.3,2024-02-09,
229,31,1,2024-1,4.3,3.7,4.3,2024-02-05,Aperiam placeat maiores earum officiis expedita nemo.
230,31,2,2024-1,1.4,3.7,3.0,2024-02-17,
231,31,3,2024-1,1.9,4.8,2.9,2024-03-15,
232,31,4,2024-1,2.2,4.2,3.0,2024-01-19,
233,31,5,2024-1,1.2,2.3,4.1,2024-02-17,
234,31,6,2024-1,1.7,3.8,3.5,2024-01-25,Incidunt sequi quas nam facere maiores recusandae.
235,31,7,2024-1,2.6,3.7,2.0,2024-01-17,
236,31,8,2024-1,4.1,1.9,2.0,2024-03-02,Porro ad magni aliquam nam explicabo expedita.
237,32,1,2024-1,4.3,2.5,4.8,2024-03-12,Ducimus facilis adipisci quibusdam.
238,32,2,2024-1,4.1,3.0,2.7,2024-02-02,
239,32,3,2024-1,1.6,2.0,3.6,2024-02-22,Asperiores ex dolorum dolor vero rerum dolore.
240,32,4,2024-1,3.8,3.1,1.5,2024-01-21,
241,32,5,2024-1,4.6,1.6,2.7,2024-02-12,Minus ad qui facilis iste.
242,32,6,2024-1,4.5,4.7,2.7,2024-02-12,
243,32,7,2024-1,5.0,2.5,1.1,2024-02-08,Voluptas libero quae exercitationem.
244,32,8,2024-1,2.3,1.6,1.2,2024-02-25,Enim eum consequatur deserunt officiis eius cum dignissimos.
245,33,1,2024-1,1.6,3.8,2.8,2024-03-08,
246,33,2,2024-1,1.9,1.6,4.8,2024-01-31,Nisi corporis doloremque nostrum neque ad soluta fuga.
247,33,3,2024-1,2.2,2.2,1.2,2024-03-04,
248,33,4,2024-1,1.3,4.3,3.0,2024-02-13,
249,33,5,2024-1,2.0,1.6,2.7,2024-02-20,Soluta incidunt sunt dolore vel modi.
250,33,6,2024-1,1.7,3.7,3.1,2024-02-10,
251,33,8,2024-1,5.0,3.2,2.6,2024-03-05,
252,34,1,2024-1,2.0,1.1,4.2,2024-02-07,
253,34,2,2024-1,1.4,3.3,4.0,2024-02-24,
254,34,3,2024-1,4.3,1.7,4.1,2024-02-05,
255,34,4,2024-1,1.7,1.5,3.9,2024-02-24,Sapiente quam ullam asperiores error iusto at eligendi.
256,34,5,2024-1,1.2,1.8,1.2,2024-01-27,Enim autem consectetur blanditiis itaque vitae.
257,34,6,2024-1,3.2,2.0,4.0,2024-03-07,
258,34,7,2024-1,1.2,3.6,2.1,2024-03-04,Minus occaecati inventore ad voluptatum.
259,34,8,2024-1,4.0,4.6,2.5,2024-02-09,Error voluptatibus soluta iste assumenda.
260,35,1,2024-1,2.5,4.2,2.1,2024-02-15,
261,35,2,2024-1,3.4,4.3,3.2,2024-02-11,
262,35,3,2024-1,2.2,2.8,3.9,2024-02-26,
263,35,4,2024-1,1.2,4.5,2.4,2024-02-12,Deleniti inventore delectus laborum nobis.
264,35,5,2024-1,4.8,1.3,3.6,2024-03-05,
265,35,6,2024-1,1.6,1.1,4.4,2024-02-27,Corrupti ipsam dignissimos maxime tempore.
266,35,7,2024-1,1.3,4.1,2.5,2024-01-23,
267,35,8,2024-1,1.6,2.8,2.5,2024-02-22,
268,36,1,2024-1,3.1,2.6,3.6,2024-01-23,
269,36,2,2024-1,1.7,3.1,4.7,2024-03-02,
270,36,3,2024-1,2.8,5.0,2.1,2024-02-29,Rerum corporis quae magnam.
271,36,4,2024-1,1.5,1.3,1.7,2024-01-22,Iusto officia corporis saepe sequi quasi excepturi.
272,36,6,2024-1,4.9,3.7,3.8,2024-03-09,
273,36,7,2024-1,4.4,3.8,4.7,2024-02-03,Tempora praesentium recusandae amet possimus magnam.
274,36,8,2024-1,1.9,4.9,4.2,2024-02-16,
275,37,1,2024-1,3.2,2.5,4.2,2024-02-07,
276,37,2,2024-1,1.3,2.6,3.9,2024-01-20,
277,37,3,2024-1,4.3,1.3,4.9,2024-02-10,Delectus delectus voluptatibus dolorem magni.
278,37,4,2024-1,3.1,1.5,4.3,2024-02-27,
279,37,5,2024-1,4.9,2.7,4.6,2024-03-04,
280,37,6,2024-1,2.2,1.6,4.7,2024-01-24,
281,37,7,2024-1,4.6,4.4,2.0,2024-02-17,Sapiente id libero magnam accusantium neque hic explicabo.
282,37,8,2024-1,3.5,3.5,1.4,2024-01-23,Quasi itaque voluptatibus error repudiandae.
283,38,1,2024-1,1.6,3.6,3.9,2024-02-21,Ad sit natus expedita pariatur.
284,38,2,2024-1,1.2,4.5,1.3,2024-02-20,Quo ex tempora qui autem fuga non.
285,38,3,2024-1,3.6,4.1,2.7,2024-01-31,Ut quia rem minus.
286,38,4,2024-1,3.2,3.6,2.2,2024-02-24,
287,38,5,2024-1,2.2,1.3,1.2,2024-02-09,
288,38,6,2024-1,2.4,1.6,4.4,2024-01-28,
289,38,8,2024-1,1.5,2.5,3.2,2024-02-09,
290,39,1,2024-1,2.8,1.6,1.2,2024-02-01,Officia aliquam dicta deserunt possimus esse voluptatum.
291,39,2,2024-1,2.0,4.5,1.6,2024-02-10,
292,39,3,2024-1,1.8,1.6,5.0,2024-02-04,
293,39,4,2024-1,1.1,4.8,3.0,2024-02-15,Nam placeat consequuntur molestiae aliquam.
294,39,5,2024-1,1.2,2.1,3.4,2024-02-06,Velit quod eaque laborum.
295,39,6,2024-1,3.1,4.4,2.7,2024-02-02,Est expedita nesciunt nisi dolor aut deleniti iusto.
296,39,7,2024-1,2.6,1.2,1.2,2024-03-03,
297,39,8,2024-1,1.3,3.0,4.1,2024-02-02,
298,40,2,2024-1,1.5,1.4,2.5,2024-01-22,Ipsa corrupti deserunt praesentium.
299,40,3,2024-1,4.0,1.8,3.0,2024-02-07,
300,40,4,2024-1,3.9,4.2,3.1,2024-01-23,
301,40,5,2024-1,2.3,3.5,1.7,2024-01-23,Omnis modi veritatis eaque ut labore deleniti nobis.
302,40,6,2024-1,3.4,3.0,3.0,2024-02-03,
303,40,7,2024-1,4.3,2.5,3.7,2024-02-14,Sunt facilis optio dolor.
304,40,8,2024-1,4.6,4.5,3.5,2024-03-05,
305,41,1,2024-1,4.1,4.1,3.3,2024-02-25,Id nobis magni deleniti.
306,41,2,2024-1,3.1,3.9,4.1,2024-01-25,
307,41,3,2024-1,1.1,4.8,1.4,2024-01-30,
308,41,4,2024-1,2.7,1.8,3.0,2024-01-24,Perferendis saepe ipsam quisquam quasi ab suscipit.
309,41,5,2024-1,3.9,1.2,1.6,2024-03-09,
310,41,6,2024-1,2.9,2.5,4.8,2024-02-26,
311,41,7,2024-1,2.4,4.1,3.9,2024-02-18,Vel fugiat pariatur.
312,41,8,2024-1,2.9,4.8,2.1,2024-02-23,
313,42,1,2024-1,4.1,3.8,3.8,2024-02-03,
314,42,2,2024-1,4.7,4.2,2.1,2024-02-19,
315,42,3,2024-1,4.6,2.6,2.4,2024-02-08,Sequi eligendi consectetur voluptates facilis architecto.
316,42,4,2024-1,2.2,3.9,2.4,2024-01-17,
317,42,5,2024-1,1.9,4.3,2.1,2024-02-14,
318,42,6,2024-1,3.5,3.3,2.0,2024-01-21,Error eius odit temporibus mollitia consequuntur nulla.
319,42,7,2024-1,1.9,1.4,2.3,2024-02-24,
320,42,8,2024-1,1.0,3.2,4.7,2024-01-23,
321,43,1,2024-1,2.9,3.6,4.0,2024-03-11,
322,43,2,2024-1,4.6,1.4,3.3,2024-01-18,
323,43,3,2024-1,1.1,4.7,2.7,2024-03-14,In rem quas tempore quidem tempore suscipit.
324,43,4,2024-1,5.0,2.6,3.0,2024-01-17,Enim distinctio aut illum aspernatur.
325,43,6,2024-1,1.1,2.2,3.4,2024-03-11,Explicabo assumenda occaecati temporibus aliquid nam.
326,43,7,2024-1,5.0,3.2,3.0,2024-02-13,Animi quibusdam illo quae dolore fugit possimus.
327,43,8,2024-1,2.1,4.2,2.3,2024-02-13,Reprehenderit dolore non voluptas.
328,44,1,2024-1,1.7,3.9,4.2,2024-02-29,
329,44,2,2024-1,3.4,3.6,2.6,2024-01-26,
330,44,3,2024-1,3.7,1.7,1.6,2024-02-09,
331,44,4,2024-1,2.5,2.8,2.1,2024-01-31,
332,44,5,2024-1,1.0,3.6,3.8,2024-02-20,
333,44,6,2024-1,1.6,3.7,4.7,2024-02-03,Inventore quam cum iste dolor.
334,44,7,2024-1,1.5,4.7,2.2,2024-02-28,Cum dolores quam cumque quidem ullam.
335,44,8,2024-1,2.9,2.8,5.0,2024-01-23,
336,45,1,2024-1,2.9,3.2,3.7,2024-03-13,
337,45,2,2024-1,3.4,4.1,3.1,2024-03-03,
338,45,3,2024-1,3.3,1.2,3.2,2024-03-13,
339,45,4,2024-1,1.7,4.4,2.8,2024-01-24,Illum reprehenderit facilis eveniet voluptatibus veritatis consectetur.
340,45,5,2024-1,1.4,3.0,4.2,2024-02-15,
341,45,6,2024-1,3.3,3.2,3.7,2024-02-13,
342,45,7,2024-1,4.3,4.0,3.3,2024-01-31,
343,45,8,2024-1,3.2,1.2,4.6,2024-01-19,Nemo laboriosam magnam aliquam dicta magnam nesciunt tempore.
344,46,1,2024-1,2.6,4.1,4.1,2024-02-02,Voluptatibus omnis tenetur illum tempore nulla deleniti.
345,46,2,2024-1,2.5,4.6,2.8,2024-02-10,Tempore porro sit excepturi odio molestiae.
346,46,3,2024-1,3.7,3.6,3.2,2024-01-20,Fuga corrupti nemo incidunt tenetur reiciendis cumque.
347,46,4,2024-1,5.0,2.6,1.5,2024-01-26,Culpa deserunt ab incidunt.
348,46,5,2024-1,1.1,2.2,3.7,2024-03-03,
349,46,6,2024-1,1.9,2.8,1.6,2024-03-07,
350,46,7,2024-1,1.5,4.2,2.7,2024-03-03,Iusto deleniti numquam odio.
351,46,8,2024-1,2.0,1.3,3.4,2024-01-16,
352,47,1,2024-1,1.2,4.0,2.6,2024-03-10,
353,47,2,2024-1,4.1,1.6,5.0,2024-03-10,
354,47,3,2024-1,2.3,3.4,3.7,2024-02-20,
